{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.328463195877411), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(3.172154620314395)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.093094599895338), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(2.7873068305998334)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(7.5463631476428175), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(13.338971579460308)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(3.04078547543323), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(5.97195366998064)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.1513684495301025), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(1.2475008914420065)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.17912493777870095), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(1.292885004585748)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.006855710479635561), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(1.0112096977478555)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.5987514423415317e-14), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(0.9999999999999643)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.5987514677105856e-14), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(0.9999999999999645)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.598751460412227e-14), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(0.9999999999999644)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.598751472981789e-14), 'shap_norm_sq': np.float64(11.283093307712885), 'weighted_error': np.float64(0.9999999999999643)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.9015209572235963), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(10.456493328739747)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.980766704781139), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(32.26670716631)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.41849991270037), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(26.368807204988844)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(4.489049255812377), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(48.08781038090512)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.033740303800383), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(11.843397132504311)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.29288102818162465), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(4.072168685548551)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.06749925075576396), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(1.7080326328497035)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.7535791222585375e-13), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(0.999999999998517)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.753579121543924e-13), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(0.999999999998517)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.7535791269141555e-13), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(0.999999999998517)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.7535791255601796e-13), 'shap_norm_sq': np.float64(2.147740330243445), 'weighted_error': np.float64(0.9999999999985172)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.492145910327279), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(240.22845888353365)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.7989654099511552), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(173.68795958556152)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(37.69887085218879), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(3619.825590396442)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(3.0250553531369655), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(291.383930667941)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.802691463702247), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(174.04567671331958)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.5071618170003586), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(49.683969325183824)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.05733072134762098), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(6.503336466812582)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.4467240263209139e-13), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(0.9999999999881934)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.4467240291551972e-13), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(0.9999999999881934)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.4467240264113895e-13), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(0.9999999999881932)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.4467240313929002e-13), 'shap_norm_sq': np.float64(9.046694477882511), 'weighted_error': np.float64(0.9999999999881937)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.2599613608836275), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(1.8563331248218824)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.9755709112505107), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(7.507688412683496)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(7.0003712343952005), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(24.05978422826018)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.264660686523817), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(5.165893536719052)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.8776480699285826), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(3.8910424944962814)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.26112450267853776), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(1.860165281262336)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.019585777374053107), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(1.0645170722618291)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(4.841814399915036e-14), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(0.9999999999998613)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(4.841814422777626e-14), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(0.9999999999998613)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(4.8418143851056873e-14), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(0.9999999999998611)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(4.8418143924433666e-14), 'shap_norm_sq': np.float64(5.241275549806219), 'weighted_error': np.float64(0.9999999999998614)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.2949698756421677), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(8.778998852130343)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.984304300477059), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(7.725972747538179)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(4.557304909455624), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(16.44738133125666)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(4.053500463766708), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(14.739692596973374)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.2185012556375487), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(5.130215823368832)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.2064389298495169), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(1.6997430539331342)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.05360181567819765), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(1.1816880072953828)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(7.001576283399965e-14), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(0.999999999999789)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(7.001576288921797e-14), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(0.9999999999997892)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(7.001576278980522e-14), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(0.9999999999997892)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(7.001576271327241e-14), 'shap_norm_sq': np.float64(7.081453099528989), 'weighted_error': np.float64(0.9999999999997892)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.613092709572713), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(13.84502936954426)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.683332014481935), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(14.190296773073058)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(12.308347170496647), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(61.50341926118083)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(5.808227209202241), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(29.551158419731767)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.999266549525591), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(5.912036766998838)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.154471677258062), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(1.7593281604176458)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.08832618827098208), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(1.4341802885217636)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.0395751957441829e-13), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(0.9999999999996583)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.0395751937742105e-13), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(0.9999999999996583)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.0395751979971417e-13), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(0.9999999999996583)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.0395751961903387e-13), 'shap_norm_sq': np.float64(1.780689615665855), 'weighted_error': np.float64(0.9999999999996583)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(6.091424721914624), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(38.903143817348024)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(6.038075139357677), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(38.571188349333376)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(10.948479733067842), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(69.12558878001951)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(6.404779606090313), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(40.852959765996026)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(5.262260084848924), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(33.74376685631055)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.3268402603388603), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(3.033724515926101)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.1780100884517735), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(2.1076466314324986)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.477049119270336e-13), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(0.9999999999984682)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.4770491120491713e-13), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(0.9999999999984682)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.4770491117524117e-13), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(0.9999999999984687)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.4770491114120434e-13), 'shap_norm_sq': np.float64(0.46679548340283034), 'weighted_error': np.float64(0.9999999999984684)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.4891502268610055), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(3.80111645383088)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.2946007689939212), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(3.435165297489379)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.9295222830134797), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(2.748446768214952)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.8965848550776934), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(2.686490868850719)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.10102646973653087), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(1.1900325106493057)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.2506057338981966), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(1.471393461568494)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.03324794450225258), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(1.0625399003978293)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.4456533187154244e-14), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(0.999999999999974)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.4456533077268173e-14), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(0.999999999999974)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.445653320472033e-14), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(0.999999999999974)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.4456533189967045e-14), 'shap_norm_sq': np.float64(5.682288795096233), 'weighted_error': np.float64(0.999999999999974)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.527415930727419), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(71.97602490679708)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.9107562809452416), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(54.6586964617567)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(5.123033300923123), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(144.86728437273396)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.4296141230340007), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(69.22949813285791)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.8692624120576656), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(25.411016700155454)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.2439338136475572), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(7.8502596917229415)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.03381944650356287), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(1.9497341291453143)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(5.944019666334669e-14), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(0.9999999999987967)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(5.944019665292083e-14), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(0.9999999999987964)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(5.944019649369835e-14), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(0.9999999999987966)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(5.944019651858041e-14), 'shap_norm_sq': np.float64(3.1966860573209464), 'weighted_error': np.float64(0.9999999999987967)}
{'sample_size': 2, 'difference': 2, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.9265650561553311), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(8.298593401185743)}
{'sample_size': 4, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(2.56823385661745), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(21.230083163486253)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(8.588258719630964), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(68.65006261426336)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(3.481382735082824), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(28.422991019905762)}
{'sample_size': 32, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.5026589604173153), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(4.959465443690065)}
{'sample_size': 64, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.15623981092027084), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(2.2307064694935193)}
{'sample_size': 128, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(0.012940555636344704), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(1.1019332733001321)}
{'sample_size': 256, 'difference': 0, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.1977446414523331e-13), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(0.9999999999994283)}
{'sample_size': 512, 'difference': -256, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.1977446419994171e-13), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(0.9999999999994285)}
{'sample_size': 1024, 'difference': -768, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.197744652460506e-13), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(0.9999999999994285)}
{'sample_size': 2048, 'difference': -1792, 'noise': 0, 'n': 8, 'shap_error': np.float64(1.197744638123258e-13), 'shap_norm_sq': np.float64(3.008199078669176), 'weighted_error': np.float64(0.9999999999994283)}
